tweets,date,user_name,user_screen_name,user_followers,user_friends,user_verified,user_language,retweet_count,favorite_count
"RT @richardhine: While Trump’s more worried about the stock market than getting a usable #COVID19 test to all the states, South Korea is al…",Mon Mar 02 19:59:53 +0000 2020,oliviaqgao,oliviaqgao,10,70,False,,0,0
RT @KarluskaP: India swooping in on China’s #coronavirus misfortune- watch steel and oil- #TheMoreYouKnow https://t.co/i20xwxVPe2,Mon Mar 02 19:59:53 +0000 2020,Qthe2nd,BDub4Q,200,465,False,,0,0
"RT @OyeRonke_: I love how Nigerian Governors are rising up to the #COVID19 challenge. Seen some ‘good news’ from Kano, Ekiti, Kaduna.

The…",Mon Mar 02 19:59:53 +0000 2020,Paddy Mmaduakonam Anigbo II,dirosky,2213,957,False,,0,0
"RT @Co2for: Hanya bisa berbela sungkawa, penyesalan tiada guna, cuman kita berharap kenyataan harus diungkapkan agar masyarakat lebih berbe…",Mon Mar 02 19:59:53 +0000 2020,Laela,LaelaAmien,886,1003,False,,0,0
"RT @DrAmirKhanGP: There are lots of misconceptions about #CoronaOutbreak 

Here are some FUN FACTS!

Bollywood is the best way to learn! #C…",Mon Mar 02 19:59:53 +0000 2020,Mr. Caesar ☯,legionstrings,5211,3764,False,,0,0
"RT @AladjiBeka: Les numéros verts communiqués pour signaler de potentiel cas du coronavirus au Sénégal
Faites le 15 15 ou le 800 00 50 50
#…",Mon Mar 02 19:59:53 +0000 2020,ᖇETᗯEETEᑌᖇ🇸🇳𓅓,OthmaneJ8,6577,4444,False,,0,0
RT @WHOWPRO: This is how you can reduce your risk of new #coronavirus #COVID19 https://t.co/H2uN7tILRz,Mon Mar 02 19:59:53 +0000 2020,Old Sport,biggurm,368,355,False,,0,0
"RT @DrTedros: Our message to all countries is: this is not one-way street. We can push this #coronavirus back.

Your actions now will deter…",Mon Mar 02 19:59:53 +0000 2020,David Ortiz,thefachonista,31,137,False,,0,0
"RT @imrezmie: Six people have now died in Washington state from the novel coronavirus

#CoronaOutbreak #Coronavirus #USA",Mon Mar 02 19:59:54 +0000 2020,Evan Schoepke,gaiapunk,3303,4890,False,,0,0
"RT @DrDenaGrayson: INSANITY. @CDCgov *must* be transparent in its reporting of the number of #coronavirus tests, cases, and deaths.

This i…",Mon Mar 02 19:59:54 +0000 2020,#BlueWave,HighAltitudeGal,3359,4996,False,,0,0
"RT @Laurie_Garrett: Complicating interpretation of #COVID19 is our record breaking #Flu epidemic, filling jospitals.",Mon Mar 02 19:59:54 +0000 2020,Ely Ramirez,Beth_Lizet,1406,912,False,,0,0
"RT @KomoRobert: FEAR GRIPS PACIFIC NORTHWEST 🚨
- Four new deaths linked to #coronavirus in WA State, bringing toll there to six
- Thousands…",Mon Mar 02 19:59:54 +0000 2020,Leslie,GeorgiaResist53,152,122,False,,0,0
RT @economirza: Amis #Economistes Quelles politiques  éco pour limiter l’impact économique du #COVID19 ? Je fais un thread  émanant de simp…,Mon Mar 02 19:59:54 +0000 2020,Sarah,SarahDbgh,540,1178,False,,0,0
"RT @SkyNews: Germany's interior minister has refused to shake hands with Angela Merkel amid growing fears over #coronavirus in Europe.

To…",Mon Mar 02 19:59:55 +0000 2020,HbTV,HbTVChannel,477,1083,False,,0,0
RT @MollyJongFast: We need free #coronavirus testing,Mon Mar 02 19:59:55 +0000 2020,cindy fine,cindyfine12,42,344,False,,0,0
"RT @William35342392: L'état : 
- fait fermer les petits marchés 
- laisse ouvert les GSA 
#coronavirusfr #COVID19 https://t.co/QbiclgETjJ",Mon Mar 02 19:59:55 +0000 2020,فروغ,Forough_O_Zaman,214,108,False,,0,0
RT @EpochTimes: President Donald Trump asked #Pharmaceutical companies “to accelerate whatever they’re doing in terms of a vaccine” for the…,Mon Mar 02 19:59:55 +0000 2020,Lon Walters,LonWalters,5324,5854,False,,0,0
RT @NetworksManager: Indonesia appears to have exported 7 infections. People are returning home and then testing positive while Indonesia h…,Mon Mar 02 19:59:55 +0000 2020,ARMANDO GUTIÉRREZ NAÑEZ,djfamili26,633,706,False,,0,0
"RT @SingularIRAN: .@who @CDCgov @CDCemergency @CDCFlu
Sorry to bother you middle of all these big stuff you're dealing with like Redefining…",Mon Mar 02 19:59:55 +0000 2020,Mahbobe,Mahbobe6,4396,3520,False,,0,0
"VISIT: https://t.co/4xD3HsZvvk

3M N95 Coronavirus Masks and Purell Hand Sanitizer are for Sale and In Stock Ready… https://t.co/Qi68M61hCt",Mon Mar 02 19:59:55 +0000 2020,Coronavirus Masks For Sale,COVID19Masks,312,4991,False,,1,0
"RT @flayawa: 🔴🔴🔴ATTENZIONE 🔴🔴🔴

#Bologna 

#corinavirus
#CoronaVirusitaly
#CoronaVirusUpdate 
#COVID19 

👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻 https://t…",Mon Mar 02 19:59:55 +0000 2020,fla.,flayawa,6321,491,False,,0,0
RT @GadiNBC: Health officials in Washington State declaring a #CoronaVirus outbreak at the Life Care Center. Nursing home now linked to 5 d…,Mon Mar 02 19:59:55 +0000 2020,susie,ohhhhhsuzie_q,387,1352,False,,0,0
"RT @WHONigeria: The most commonly reported #COVID19 symptoms includes: 
✅fever, 
✅dry cough
✅Shortness of breath. 

Don't Panic! Prevent th…",Mon Mar 02 19:59:55 +0000 2020,CoronaVirus.CM - COVID-19 Monitor (CM),coronavirusCM,453,59,False,,0,0
RT @kakape: Don‘t think this is what WHO meant when they told the world to follow China‘s example on #covid19. https://t.co/JvLXJ6Y7YJ,Mon Mar 02 19:59:55 +0000 2020,I was an elm once.,Radicle110,72,247,False,,0,0
RT @disclosetv: BREAKING - King County buys a motel and other facilities to turn them into makeshift hospitals to treat #COVID19 patients:…,Mon Mar 02 19:59:55 +0000 2020,Virginia Cecil,CecilVirgnia,167,173,False,,0,0
RT @PabloFuente: #COVID19 Una enfermera con muchos años de carrera me envía el comunicado que acaba de recibir. Dice que no recuerda otra o…,Mon Mar 02 19:59:55 +0000 2020,DvD 🔻,deivid_cn,1176,1254,False,,0,0
Left the lights of my car on...Who else has done stupid things out of fatigue? #COVID19 #IDTwitter,Mon Mar 02 19:59:55 +0000 2020,Anda,an_da_sam,141,418,False,,0,5
@trvrb US isn’t practicing containment. Period. It’s failure to seriously warn citizens and implement masks. It’s “… https://t.co/urzl97dMqU,Mon Mar 02 19:59:55 +0000 2020,Seattle4Health,MargiF9,7,13,False,,0,1
"RT @NomeDaBarbarian: I am not an expert in immunology - I follow doctors for that.

But I did spend 9 years as a manager at a pizza place t…",Mon Mar 02 19:59:55 +0000 2020,wot hoppen,dieulanomore,40,359,False,,0,0
"RT @KNP2BP: 🚨WAKE UP🚨

We have the greatest economy ever!  All demographics at highest levels ever!

#China devastated!

Suddenly, #COVID19…",Mon Mar 02 19:59:56 +0000 2020,Buqqq,4TrueTime,9382,9052,False,,0,0
RT @BAG_OFSP_UFSP: #CoronaInfoCH Hier die Angaben. Bis heute 17:15 wurden 30 Personen positiv auf das neue Coronavirus getestet. Sie stamme…,Mon Mar 02 19:59:56 +0000 2020,Sebastian Barth,Naitsabes26,28,52,False,,0,0
"RT @IrnaEnglish: #Iran, France sign agreement to cooperate in fighting #coronavirus 
https://t.co/OvknuvuO2H #COVID19 https://t.co/dJtF9i3n…",Mon Mar 02 19:59:56 +0000 2020,John Smith,JohnSmi21518540,135,2507,False,,0,0
RT @medwatch_de: In vielen Ländern wird Pseudomedizin als Therapie oder Prophylaxe gegen #COVID19 beworben – auch in Deutschland. So von ei…,Mon Mar 02 19:59:56 +0000 2020,Rüdiger Kuhnke,KuhnkeRuediger,208,573,False,,0,0
"RT @Rntk____: BREAKING: Washington state reports 4 new #coronavirus cases and 3 new deaths, totaling 14 cases and 5 deaths. (CBS News). 

W…",Mon Mar 02 19:59:56 +0000 2020,Barbara Davis,redavis836611,6,47,False,,0,0
"Excellent news, TB kills more people than #coronavirus. #BBCYourQuestions #DONTPANIC",Mon Mar 02 19:59:56 +0000 2020,BACK OFF!!,creativeblock_,941,587,False,,0,0
RT @minimminikin: นี่คือผลของการมีผู้นำแบบนี้ ตอนนี้หลายรพ.ขาดแคลนอย่างมาก ล่าสุดหมอฟันต้องหยุดให้บริการหัตถการเกือบทุกอย่างแล้ว ทำได้แค่ถอ…,Mon Mar 02 19:59:56 +0000 2020,Cooper_repooc,Cooper_repooc,28,290,False,,0,0
"RT @HananyaNaftali: Heartbreaking: Iranian child with #Coronavirus symptoms passes out in the street. 💔

The #Iran regime continues to hide…",Mon Mar 02 19:59:56 +0000 2020,Sammy Onye,sammyonye3,1001,180,False,,0,0
RT @Jade11254227: #ผีน้อย เกาหลีลงชื่อกลับบ้านเอาจริงเป็นพันเป็นหมื่นจะคุมอย่างไงให้กักตัวเอง?ฝันเหอะ คนพวกนี้ไปยังไม่แคร์อะไรเลยกลับมาจะทำ…,Mon Mar 02 19:59:56 +0000 2020,.,babeam_jm,173,842,False,,0,0
"RT @RepSwalwell: My office just received a call from a constituent who yelled, “I’m not falling for the Democrat #coronavirus hoax.” Presid…",Mon Mar 02 19:59:56 +0000 2020,John Tossona Jr,MonsterBooII,1767,3083,False,,0,0
"RT @1VirtualPixie: I pray the Pope doesn't have the #Coronavirus ... If he does, he just contaminated the people at his Ash Wednesday Mass.…",Mon Mar 02 19:59:56 +0000 2020,Kurt Fisher,kmfisher1,8672,8678,False,,0,0
"RT @luigimonfredi: 19,231 MORTI CAUSATI DA CANCRO OGGI
3,935 MORTI CAUSATI DA HIV/AIDS OGGI
2,298 MORTI CAUSATI DA MALARIA OGGI
1.153 MORTI…",Mon Mar 02 19:59:56 +0000 2020,InUnCertoSenso,nswe2001,278,1335,False,,0,0
"RT @kawelangi: @WHO ""Containment starts with you""  - @WHO @DrTedros 

(2/2)

#COVID19 https://t.co/ydhrqww3Xr",Mon Mar 02 19:59:56 +0000 2020,Ita Juliani,Ita_Icupuchino,511,355,False,,0,0
"RT @TeamTrump: Thanks to the decisive leadership of President @realDonaldTrump in January, America is in a much better place today than we…",Mon Mar 02 19:59:56 +0000 2020,A.J. McGuire,AJMcGuire4,2773,2315,False,,0,0
"@TwitterMoments If #coronavirus was a person

#CoronaOutbreak
#Pencedemic
#CPAC2020
#TrumpVirus
#CoronaVirusUpdates… https://t.co/OZ9hGYzKGw",Mon Mar 02 19:59:56 +0000 2020,The Bad Seed ‼️,badseedbook,26770,23314,False,,2,3
"RT @Finanzas_Time: #USA 🇺🇸 #Coronavirus #COVID19 ☣️

▪️El estado de Washington informa sobre 4 nuevos casos y 3 nuevas muertes.

▪️El Nº to…",Mon Mar 02 19:59:56 +0000 2020,Antonio Arcos,AntonioArcos11,12,259,False,,0,0
RT @AdamJKucharski: New analysis from @cmmid_lshtm (led by @seabbs) tracks temporal variation in transmission of #COVID19 in different loca…,Mon Mar 02 19:59:56 +0000 2020,Shelt Garner,sheltgarner,3840,3680,False,,0,0
"Dartmouth-Hitchcock employee tests ‘presumptive positive’ for #coronavirus 
via @vtdigger 
https://t.co/xRq9Cz79cp… https://t.co/gJ5UUUhYBM",Mon Mar 02 19:59:56 +0000 2020,Chris Hendel,chrishendel,1845,2989,False,,1,0
RT @char_soehner: FROM A CONCERNED STUDENT: @FlyAirSenegal @AirFrance please confirm the flight number of the French passenger who landed a…,Mon Mar 02 19:59:57 +0000 2020,🌶osephine,doingdemos,58,58,False,,0,0
RT @YaleLawSch: Over 450 public health and legal experts across the country have just issued critical guidelines for the U.S. response to t…,Mon Mar 02 19:59:57 +0000 2020,Humanity First Anonymous,Yemeni_Proudly,1330,1005,False,,0,0
"RT @ANI: Death toll from novel #coronavirus in the US rises to six, officials say: AFP news agency",Mon Mar 02 19:59:57 +0000 2020,Dr. Kanhaiya Agrawal,drkanhaiyaagr,195,628,False,,0,0
RT @BodeOwoeye: First case of #COVID19 reported in Senegal. The patient is French tourist. I hope all this Oyinbo no go kill us o https://t…,Mon Mar 02 19:59:57 +0000 2020,Ayatollah Aru Cardinal-Wolinsky,Tha_Cardinal191,465,298,False,,0,0
RT @piersmorgan: Is it too much to ask that our Prime Minister ⁦@BorisJohnson⁩ combs his hair before making serious announcements about a g…,Mon Mar 02 19:59:57 +0000 2020,kaycee,LetMePreach_,29,124,False,,0,0
"RT @DrDenaGrayson: Thank you, Kelly!😊

#coronavirus #COVID19 #CoronavirusOutbreak",Mon Mar 02 19:59:57 +0000 2020,"Deann Spangler, #Flatten the Curve !stay home!❤",DeannSpangler,107,243,False,,0,0
"RT @juliettekayyem: If you don't measure it, you can't manage it.  
And, finally, we are starting to measure. 
#coronavirus",Mon Mar 02 19:59:57 +0000 2020,Jeffrey Thompson,TWINJT,84,416,False,,0,0
RT @eluniversocom: Incidentes en el centro de Guayaquil por conseguir productos antibacteriales para prevenir el coronavirus. ► https://t.c…,Mon Mar 02 19:59:57 +0000 2020,Eduardo Pacheco,EduarRock,1007,259,False,,0,0
"RT @BRDPflegeFall: #Pflegenotstand #Pflege #BRD #Deutschland #covid19
#SARS_COV_2 #coronavirus #FridaysForFuture @ndr 
Gab es eigentl. scho…",Mon Mar 02 19:59:57 +0000 2020,Yasser Mohamed Ali,powerranger244,16561,16916,False,,0,0
"RT @Le___Doc: De principe, chacun doit considérer qu’il peut a un moment ou un autre transmettre le #coronavirus, et éventuellement à une p…",Mon Mar 02 19:59:57 +0000 2020,stay at home 🙏,Windy50270554,28,54,False,,0,0
"RT @dwnews: #Coronavirus: In this quick Q&amp;A, virologist Lars Shaade answers the most pressing questions about the recent coronavirus outbre…",Mon Mar 02 19:59:57 +0000 2020,Mathew Prakash George,Mathew1Prakash,383,4999,False,,0,0
"RT @OPSOMSPeru: 😷Mascarillas faciales durante brotes: quién, cuándo, dónde y cómo usarlas 👇🏽

https://t.co/5sPVPvQbxP

🙌🏽🧼 No olvides lavar…",Mon Mar 02 19:59:58 +0000 2020,Seremi Salud Maule,SeremiSaludM,13986,1176,False,,0,0
"RT @DHSCgovuk: UPDATE on coronavirus (#COVID19) testing in the UK:

As of 9am 2 March 2020, a total of 13,525 people have been tested:

13,…",Mon Mar 02 19:59:58 +0000 2020,Jo Bradshaw,sallyanne66,264,502,False,,0,0
"RT @MinSoliSante: #Coronavirus #COVID19 | Pour se protéger et protéger les autres :
👐 Se laver régulièrement les mains
🗣 Tousser dans son c…",Mon Mar 02 19:59:58 +0000 2020,Aunty Shirley 🇪🇺 🏴󠁧󠁢󠁳󠁣󠁴󠁿,shirleymcbrinn,7806,6903,False,,0,0
BTW if you’re not going to drink your Corona’s in fear of #CoronaVirus. I’ll gladly accept them as I’m having a party soon. Thank you!,Mon Mar 02 19:59:58 +0000 2020,Diego Garces,DiegoGarcesTV,4031,928,False,,0,0
"#وزارة_التجارة_والصناعة: وصول 3.6 ملايين كمام طبي لتوفيرها للمواطنين والمقيمين..
#الكويت
#فيروس_كورونا_المستجد… https://t.co/iPAzr7XlhB",Mon Mar 02 19:59:58 +0000 2020,NEWS KTV,newsktv,51960,4,True,,2,3
RT @francoisedegois: Rappelez moi donc qui gérait  le #coronavirus a l’époque en tant que ministre de la santé . N’est ce pas celle la même…,Mon Mar 02 19:59:58 +0000 2020,Freeman Citoyen,CitoyenFreeman,119,183,False,,0,0
RT @SkyNews: #Coronavirus: British Airways and Ryanair cancel hundreds of flights between UK and parts of Europe and US https://t.co/VgsIKA…,Mon Mar 02 19:59:58 +0000 2020,Gail 💦,GailCoastie,3297,1300,False,,0,0
"RT @AynRandPaulRyan: UPDATE: King County is now reporting 4 new cases of #coronavirus and 3 new deaths, bringing the total to 14 cases, 5 d…",Mon Mar 02 19:59:58 +0000 2020,Deena Zaidi,deenazaidi,445,291,False,,0,0
"RT @RepSwalwell: My office just received a call from a constituent who yelled, “I’m not falling for the Democrat #coronavirus hoax.” Presid…",Mon Mar 02 19:59:58 +0000 2020,LABeyard,LaBeyard,1915,2368,False,,0,0
"Excellent article on #coronavirus, suoply chains and contractss by @sally_iaccm @iaccm. https://t.co/MdoaVgXnuI",Mon Mar 02 19:59:58 +0000 2020,Victor Perton “That Optimism Man”,victorperton,17506,18287,False,,4,4
RT @disclosetv: BREAKING - Switzerland cancels ALL 1st and 2nd division football matches for March over #COVID19 concerns.,Mon Mar 02 19:59:58 +0000 2020,GenZ Catholic,SugarGroveNavy,167,184,False,,0,0
"RT @marcorubio: 1. Don’t listen to crazy stuff online. Get the facts about how to prevent &amp; treat #Coronavirus

https://t.co/pOv9tGyE67

2.…",Mon Mar 02 19:59:58 +0000 2020,Yvonne M 😷,ymmhyyyyyy,125,162,False,,0,0
RT @EpochTimes: President Donald Trump asked #Pharmaceutical companies “to accelerate whatever they’re doing in terms of a vaccine” for the…,Mon Mar 02 19:59:58 +0000 2020,🇺🇸 Cory Groshek 🇺🇸,CoryGroshek,6206,1920,False,,0,0
RT @ZeOrSomething: Meios de comunicação em Portugal a reagir ao #COVID19 https://t.co/NiVQ7quBoO,Mon Mar 02 19:59:59 +0000 2020,-LC,FodasseOndeTou,48,48,False,,0,0
"RT @ScottGottliebMD: 1/n #COVID19 hits older, vulnerable adults hardest. But there’s also data suggesting some disproportionate impact on y…",Mon Mar 02 19:59:59 +0000 2020,ProfessorRPTA,FutbolProfessor,1215,3108,False,,0,0
"RT @AnabelAlonso_of: #ViolenciaMachista 14
#COVID19  O
Todos los titulares siguen siendo para el segundo.",Mon Mar 02 19:59:59 +0000 2020,Yeray 🌴🌞 I C ✊💜🔻,yerayneizan,808,1254,False,,0,0
"RT @JamesMelville: Hospital beds per 1,000 people (OECD):

🇯🇵 Japan 13
🇰🇷 South Korea 12
🇷🇺 Russia 8
🇩🇪 Germany 8
🇨🇵 France 6
🇨🇭 Switzerlan…",Mon Mar 02 19:59:59 +0000 2020,¢คຖคຖ,_Canan__,1141,1640,False,,0,0
"RT @petervanham: Everyone should read this @Reuters report on #coronavirus #covid19: 
✅ New cases outside China outnumber 10x those in Chin…",Mon Mar 02 19:59:59 +0000 2020,Ryan Bohl,Ryan_Bohl,2026,1694,False,,0,0
RT @abc15: @AP UPDATE: Health officials announce the death toll from the #coronavirus in Washington state is now 6. STORY: https://t.co/G4G…,Mon Mar 02 19:59:59 +0000 2020,🎀👶🏽🎀,bunnie1129,583,640,False,,0,0
"LOL, THANKS OBAMA. It's been 4 years the right is still incensed that a black man was president. They'll even blame… https://t.co/isHaWZM1x7",Mon Mar 02 15:59:51 +0000 2020,spara,spara,1559,1120,False,,0,3
"RT @wellcometrust: 5️⃣ And finally, the first potential #COVID19 vaccine is being prepped for human clinical trials as early as April. And…",Mon Mar 02 15:59:52 +0000 2020,(((Kveldulf )))🇫🇮🗽🇺🇸,Kveldulf7,333,1990,False,,0,0
"RT @BabakTaghvaee: #CoronaVirus contained toilets of the EP-IBC, an Airbus A300B4-605R of #IranAir which flew from #Tehran to #London on 25…",Mon Mar 02 15:59:52 +0000 2020,Kim,alba_ks,1357,1401,False,,0,0
"RT @TeamTrump: Thanks to the decisive leadership of President @realDonaldTrump in January, America is in a much better place today than we…",Mon Mar 02 15:59:52 +0000 2020,Charles Shannon,user239956,2372,4989,False,,0,0
"RT @DrDenaGrayson: Spewing out disinformation, not deploying functional #coronavirus testing kits, not distributing protective gear, and no…",Mon Mar 02 15:59:52 +0000 2020,FedUpInAmerica🇺🇸,bvroman1955,713,1078,False,,0,0
"RT @WHO: When to use mask 😷
• If you are healthy, you only need to wear a mask if you are taking care of a person with suspected #coronavir…",Mon Mar 02 15:59:52 +0000 2020,nr.,arie90skid,398,937,False,,0,0
"RT @Patfubu: ขายจริง ส่งจริง คุณภาพดีจริงไม่ต้องลุ้น เหลือ 29 กล่อง
🍀 หนา *คุณภาพ 4 ชั้น* 
🍀 มีใบเซอร์รับรองสินค้า
🍀 ของมาถึงใน 1-2 วัน
🍀 โ…",Mon Mar 02 15:59:52 +0000 2020,_____Praii,PraiiWipada,16,360,False,,0,0
RT @minimminikin: นี่คือผลของการมีผู้นำแบบนี้ ตอนนี้หลายรพ.ขาดแคลนอย่างมาก ล่าสุดหมอฟันต้องหยุดให้บริการหัตถการเกือบทุกอย่างแล้ว ทำได้แค่ถอ…,Mon Mar 02 15:59:52 +0000 2020,นุ้งขนมหวานคนดีย์ เป็นคูมแม่ยัยพัดลม,PandatawanHot,146,331,False,,0,0
"RT @DrDenaGrayson: 👇🏼Agree. One silver lining is that #COVID19 hit our shores towards the end of flu/#coronavirus season.

But as I've warn…",Mon Mar 02 15:59:52 +0000 2020,Beth C ✍🏼,hillcrester,285,3802,False,,0,0
RT @disclosetv: BREAKING - Germany reports a new #COVID19 case. An employee of the TV station ProSiebenSat.1 in Düsseldorf tested positive…,Mon Mar 02 15:59:52 +0000 2020,Leyda Betancourt,Gladys_y_Abel,28,42,False,,0,0
"RT @AFP: #UPDATE The #coronavirus outbreak will have a major impact on economic growth worldwide in 2020, the #OECD warned Monday as it low…",Mon Mar 02 15:59:52 +0000 2020,AsikWay,AsikWay,276,28,False,,0,0
"RT @shukla_tarun: Air India asks :

- Its crew who operated AI-154 on Feb 25th (Vienna - Delhi I think) to stay in isolation at homes for 1…",Mon Mar 02 15:59:52 +0000 2020,Ajay Kamalakaran,AjayKamalakaran,1027,539,False,,0,0
"RT @GrassrootsSpeak: The Economy WAS working for those in the Stock Market but NOT for those in the Supermarket.
This impacts the spread of…",Mon Mar 02 15:59:52 +0000 2020,Noreen Healey,lynnlady,627,389,False,,0,0
RT @SFdirewolf: Except for folks who actually have trouble getting to an accessible sink or the ability to turn on and off a faucet. It's a…,Mon Mar 02 15:59:52 +0000 2020,Barbara Bagot-Lopez,BernalHtsBB,402,1022,False,,0,0
RT @FreakCountry76: Sneaky #LoganAct-violating treasonous #Dems who've been visiting #Iran to circumvent actual US foreign policy may now b…,Mon Mar 02 15:59:52 +0000 2020,nol,nolbol,4082,3973,False,,0,0
"RT @WarsontheBrink: BREAKING: Germany, France, UK say to send #Iran medical, financial aid to fight #coronavirus",Mon Mar 02 15:59:53 +0000 2020,Mirza,Mirzaraja14,63,323,False,,0,0
RT @berkshire_live: The company has released this statement #coronavirus #Newbury https://t.co/0vcd1UEDLc,Mon Mar 02 15:59:53 +0000 2020,Theresa Downes,TheresaDownes3,16,178,False,,0,0
